t_start,t_end,residual,err,iter_mean,iter_range,iter_max_index,iter_min_index,iter_std,iter_var,time_to_solution
0.0,0.001953125,3.564574240367679e-18,2.264345250207752e-06,1.0,0,0,0,0.0,0.0,0.012722958999802358
0.001953125,0.00390625,3.518716882575109e-18,3.893060917530692e-06,1.0,0,0,0,0.0,0.0,0.011560961997020058
0.00390625,0.005859375,3.67150064978892e-18,5.513079977504436e-06,1.0,0,0,0,0.0,0.0,0.011134898995805997
0.005859375,0.0078125,3.751869001784087e-18,7.106200876541059e-06,1.0,0,0,0,0.0,0.0,0.011798503997852094
0.0078125,0.009765625,3.7575419137518826e-18,8.656213477863843e-06,1.0,0,0,0,0.0,0.0,0.015686528997321147
0.009765625,0.01171875,3.615915688710542e-18,1.0157068202430607e-05,1.0,0,0,0,0.0,0.0,0.015701586999057326
0.01171875,0.013671875,3.579433732528708e-18,1.1607040745407881e-05,1.0,0,0,0,0.0,0.0,0.011663514997053426
0.013671875,0.015625,3.553786027038686e-18,1.300621144968081e-05,1.0,0,0,0,0.0,0.0,0.010553234998951666
0.015625,0.017578125,3.624130518578089e-18,1.435546323831859e-05,1.0,0,0,0,0.0,0.0,0.010626746996422298
0.017578125,0.01953125,3.4668413274938783e-18,1.5656053785561387e-05,1.0,0,0,0,0.0,0.0,0.010328027994546574
0.01953125,0.021484375,3.427802739610038e-18,1.6909416513706117e-05,1.0,0,0,0,0.0,0.0,0.011254712997470051
0.021484375,0.0234375,3.7082642991699266e-18,1.811706081739174e-05,1.0,0,0,0,0.0,0.0,0.011488711999845691
0.0234375,0.025390625,3.6743000810873265e-18,1.928051897424102e-05,1.0,0,0,0,0.0,0.0,0.01142077300028177
0.025390625,0.02734375,3.673324901249917e-18,2.0401316630170887e-05,1.0,0,0,0,0.0,0.0,0.011455741005192976
0.02734375,0.029296875,3.541255698572391e-18,2.1480955914298846e-05,1.0,0,0,0,0.0,0.0,0.011169555997184943
0.029296875,0.03125,3.491247955283657e-18,2.2520905663543893e-05,1.0,0,0,0,0.0,0.0,0.011950981999689247
0.03125,0.033203125,3.5848784636931604e-18,2.3522595811429598e-05,1.0,0,0,0,0.0,0.0,0.010625476003042422
