t: 0.00000000 | iteration:   1 | residual: 0.000000000000000
t: 0.06250000 | iteration:   1 | residual: 0.000000000000000
t: 0.12500000 | iteration:   1 | residual: 0.000000000000000
t: 0.18750000 | iteration:   1 | residual: 0.000000000000000
t: 0.25000000 | iteration:   1 | residual: 0.000000000000000
t: 0.31250000 | iteration:   1 | residual: 0.000000000000000
t: 0.37500000 | iteration:   1 | residual: 0.000000000000000
t: 0.43750000 | iteration:   1 | residual: 0.000000000000000
t: 0.50000000 | iteration:   1 | residual: 0.000000000000000
t: 0.56250000 | iteration:   1 | residual: 0.000000000000000
t: 0.62500000 | iteration:   1 | residual: 0.000000000000000
t: 0.68750000 | iteration:   1 | residual: 0.000000000000000
t: 0.75000000 | iteration:   1 | residual: 0.000000000000000
t: 0.81250000 | iteration:   1 | residual: 0.000000000000000
t: 0.87500000 | iteration:   1 | residual: 0.000000000000000
t: 0.93750000 | iteration:   1 | residual: 0.000000000000000
