t_start,t_end,residual,err,iter_mean,iter_range,iter_max_index,iter_min_index,iter_std,iter_var,time_to_solution
0.0,0.00048828125,9.598949538440096e-06,1.434592600133349e-14,1.0,0,0,0,0.0,0.0,0.011096556999291352
0.00048828125,0.0009765625,9.598949538344208e-06,9.957363106723563e-14,1.0,0,0,0,0.0,0.0,0.007834277000256407
0.0009765625,0.00146484375,9.59894953813473e-06,3.146409170473607e-13,1.0,0,0,0,0.0,0.0,0.007727537999926426
0.00146484375,0.001953125,9.598949537785971e-06,7.168749968404984e-13,1.0,0,0,0,0.0,0.0,0.0073448080001981
0.001953125,0.00244140625,9.598949537278082e-06,1.3622353946695478e-12,1.0,0,0,0,0.0,0.0,0.007286627999746997
0.00244140625,0.0029296875,9.59894953659179e-06,2.3056172547946378e-12,1.0,0,0,0,0.0,0.0,0.007574586000373529
0.0029296875,0.00341796875,9.598949535712853e-06,3.600888262672272e-12,1.0,0,0,0,0.0,0.0,0.018447141999786254
0.00341796875,0.00390625,9.598949534624541e-06,5.3009295019612346e-12,1.0,0,0,0,0.0,0.0,0.008240608000050997
0.00390625,0.00439453125,9.598949533315525e-06,7.457785112097656e-12,1.0,0,0,0,0.0,0.0,0.010382995999862032
0.00439453125,0.0048828125,9.598949531771773e-06,1.0122605041476333e-11,1.0,0,0,0,0.0,0.0,0.010335076000046683
0.0048828125,0.00537109375,9.598949529982596e-06,1.3345923806988659e-11,1.0,0,0,0,0.0,0.0,0.007921302999420732
0.00537109375,0.005859375,9.598949527937265e-06,1.717746743844899e-11,1.0,0,0,0,0.0,0.0,0.006960226000046532
0.005859375,0.00634765625,9.59894952562451e-06,2.1666178821944364e-11,1.0,0,0,0,0.0,0.0,0.007307512000807037
0.00634765625,0.0068359375,9.59894952303471e-06,2.686037483127325e-11,1.0,0,0,0,0.0,0.0,0.006829021000157809
0.0068359375,0.00732421875,9.598949520159378e-06,3.280787541171842e-11,1.0,0,0,0,0.0,0.0,0.006838119999883929
0.00732421875,0.0078125,9.598949516988392e-06,3.9555701603096115e-11,1.0,0,0,0,0.0,0.0,0.007394780999675277
0.0078125,0.00830078125,9.598949513513493e-06,4.7150307084586484e-11,1.0,0,0,0,0.0,0.0,0.00781676999940828
0.00830078125,0.0087890625,9.598949509726326e-06,5.563767218302934e-11,1.0,0,0,0,0.0,0.0,0.008362296000086644
0.0087890625,0.00927734375,9.598949505619168e-06,6.506311220985825e-11,1.0,0,0,0,0.0,0.0,0.007163777000641858
0.00927734375,0.009765625,9.598949501183563e-06,7.547141806008798e-11,1.0,0,0,0,0.0,0.0,0.0071762999996281
0.009765625,0.01025390625,9.598949496413337e-06,8.690683171221059e-11,1.0,0,0,0,0.0,0.0,0.007156102000408282
0.01025390625,0.0107421875,9.598949491300493e-06,9.941317364609758e-11,1.0,0,0,0,0.0,0.0,0.008847215000059805
0.0107421875,0.01123046875,9.598949485837519e-06,1.1303368675932729e-10,1.0,0,0,0,0.0,0.0,0.006838133999735874
0.01123046875,0.01171875,9.59894948001778e-06,1.2781105043337225e-10,1.0,0,0,0,0.0,0.0,0.006955722000384412
0.01171875,0.01220703125,9.598949473835804e-06,1.4378754662463535e-10,1.0,0,0,0,0.0,0.0,0.006817163000050641
0.01220703125,0.0126953125,9.598949467284441e-06,1.610050921764373e-10,1.0,0,0,0,0.0,0.0,0.007922435999716981
0.0126953125,0.01318359375,9.598949460356904e-06,1.7950496941864507e-10,1.0,0,0,0,0.0,0.0,0.0071325409999190015
0.01318359375,0.013671875,9.598949453047308e-06,1.9932806324916355e-10,1.0,0,0,0,0.0,0.0,0.006828794999819365
0.013671875,0.01416015625,9.598949445350694e-06,2.2051481478952378e-10,1.0,0,0,0,0.0,0.0,0.0068291110001155175
0.01416015625,0.0146484375,9.598949437259691e-06,2.431053133520864e-10,1.0,0,0,0,0.0,0.0,0.007115997000255447
0.0146484375,0.01513671875,9.59894942876994e-06,2.6713916974294276e-10,1.0,0,0,0,0.0,0.0,0.006979792000493035
0.01513671875,0.015625,9.598949419875707e-06,2.926554983861072e-10,1.0,0,0,0,0.0,0.0,0.0072560039998279535
0.015625,0.01611328125,9.598949410570869e-06,3.196931771816275e-10,1.0,0,0,0,0.0,0.0,0.007108970999979647
0.01611328125,0.0166015625,9.598949400851135e-06,3.4829055062819297e-10,1.0,0,0,0,0.0,0.0,0.008875997000359348
0.0166015625,0.01708984375,9.598949390709566e-06,3.7848558269161853e-10,1.0,0,0,0,0.0,0.0,0.00729697099995974
0.01708984375,0.017578125,9.59894938014311e-06,4.10315854322687e-10,1.0,0,0,0,0.0,0.0,0.007094444000358635
0.017578125,0.01806640625,9.59894936914614e-06,4.4381863960307326e-10,1.0,0,0,0,0.0,0.0,0.007305406999876141
0.01806640625,0.0185546875,9.598949357712908e-06,4.790307061930065e-10,1.0,0,0,0,0.0,0.0,0.006746710999323113
0.0185546875,0.01904296875,9.598949345838978e-06,5.159884937210971e-10,1.0,0,0,0,0.0,0.0,0.007014655000602943
0.01904296875,0.01953125,9.598949333520305e-06,5.547281073143596e-10,1.0,0,0,0,0.0,0.0,0.007138780000786937
0.01953125,0.02001953125,9.598949320752205e-06,5.952853527617001e-10,1.0,0,0,0,0.0,0.0,0.007507861000703997
0.02001953125,0.0205078125,9.598949307529977e-06,6.376955452427644e-10,1.0,0,0,0,0.0,0.0,0.008606467000390694
0.0205078125,0.02099609375,9.598949293848882e-06,6.819936685746686e-10,1.0,0,0,0,0.0,0.0,0.007140355999581516
