t_start,t_end,residual,err,iter_mean,iter_range,iter_max_index,iter_min_index,iter_std,iter_var,time_to_solution
0.0,0.00390625,0.00012742662240049628,8.076801617073478e-15,1.0,0,0,0,0.0,0.0,0.058240729000317515
0.00390625,0.0078125,0.0001274266224005042,1.5233659586702092e-14,1.0,0,0,0,0.0,0.0,0.05131810599959863
0.0078125,0.01171875,0.00012742662240050988,2.1721410461055533e-14,1.0,0,0,0,0.0,0.0,0.055114624001362245
0.01171875,0.015625,0.0001274266224005144,2.7762443608857e-14,1.0,0,0,0,0.0,0.0,0.05244339300043066
0.015625,0.01953125,0.0001274266224005185,3.352178119042873e-14,1.0,0,0,0,0.0,0.0,0.050015076998533914
0.01953125,0.0234375,0.00012742662240052113,3.8960088882885964e-14,1.0,0,0,0,0.0,0.0,0.04786242299996957
0.0234375,0.02734375,0.00012742662240052406,4.404395713335291e-14,1.0,0,0,0,0.0,0.0,0.05240296099873376
0.02734375,0.03125,0.00012742662240052658,4.875023976517724e-14,1.0,0,0,0,0.0,0.0,0.047361928000100306
0.03125,0.03515625,0.00012742662240052888,5.32825752156833e-14,1.0,0,0,0,0.0,0.0,0.050125342000683304
0.03515625,0.0390625,0.00012742662240053024,5.760047976707479e-14,1.0,0,0,0,0.0,0.0,0.049039018000257784
0.0390625,0.04296875,0.00012742662240053246,6.170494014519018e-14,1.0,0,0,0,0.0,0.0,0.05255388200021116
0.04296875,0.046875,0.0001274266224005342,6.557358171442753e-14,1.0,0,0,0,0.0,0.0,0.05672623300051782
0.046875,0.05078125,0.0001274266224005358,6.916607455527795e-14,1.0,0,0,0,0.0,0.0,0.05722110399983649
0.05078125,0.0546875,0.00012742662240053737,7.274298429113005e-14,1.0,0,0,0,0.0,0.0,0.056741701999271754
0.0546875,0.05859375,0.0001274266224005383,7.608349928955778e-14,1.0,0,0,0,0.0,0.0,0.05130884899881494
0.05859375,0.0625,0.0001274266224005402,7.927168021385954e-14,1.0,0,0,0,0.0,0.0,0.0584664089983562
0.0625,0.06640625,0.00012742662240054135,8.223993087134347e-14,1.0,0,0,0,0.0,0.0,0.050722560999929556
0.06640625,0.0703125,0.00012742662240054192,8.505130450818145e-14,1.0,0,0,0,0.0,0.0,0.0479286019999563
0.0703125,0.07421875,0.00012742662240054366,8.765114803497488e-14,1.0,0,0,0,0.0,0.0,0.05176175999986299
0.07421875,0.078125,0.0001274266224005442,9.018107147797854e-14,1.0,0,0,0,0.0,0.0,0.050595033000718104
0.078125,0.08203125,0.00012742662240054517,9.260649453975059e-14,1.0,0,0,0,0.0,0.0,0.048635405000823084
0.08203125,0.0859375,0.00012742662240054615,9.494597238837133e-14,1.0,0,0,0,0.0,0.0,0.056058744001347804
0.0859375,0.08984375,0.00012742662240054723,9.711404712953648e-14,1.0,0,0,0,0.0,0.0,0.05881288099953963
0.08984375,0.09375,0.00012742662240054826,9.915133935408629e-14,1.0,0,0,0,0.0,0.0,0.05615049699918018
0.09375,0.09765625,0.00012742662240054813,1.0116663419627625e-13,1.0,0,0,0,0.0,0.0,0.05246210599943879
0.09765625,0.1015625,0.00012742662240054948,1.0305004538587806e-13,1.0,0,0,0,0.0,0.0,0.055404986000212375
0.1015625,0.10546875,0.00012742662240054935,1.0480246730123291e-13,1.0,0,0,0,0.0,0.0,0.05249376200117695
0.10546875,0.109375,0.00012742662240055008,1.0651468352981447e-13,1.0,0,0,0,0.0,0.0,0.05174532199998794
0.109375,0.11328125,0.00012742662240055073,1.0812296756942368e-13,1.0,0,0,0,0.0,0.0,0.05270230200039805
0.11328125,0.1171875,0.00012742662240055184,1.0970133827449323e-13,1.0,0,0,0,0.0,0.0,0.04832227599945327
0.1171875,0.12109375,0.0001274266224005525,1.112561677473656e-13,1.0,0,0,0,0.0,0.0,0.05001836900009948
0.12109375,0.125,0.00012742662240055317,1.1261369027717943e-13,1.0,0,0,0,0.0,0.0,0.050751679998938926
0.125,0.12890625,0.00012742662240055366,1.13937773319344e-13,1.0,0,0,0,0.0,0.0,0.048721122000642936
0.12890625,0.1328125,0.000127426622400554,1.1530527427009534e-13,1.0,0,0,0,0.0,0.0,0.049805818000095314
0.1328125,0.13671875,0.00012742662240055474,1.166055403127634e-13,1.0,0,0,0,0.0,0.0,0.04908041800081264
0.13671875,0.140625,0.00012742662240055526,1.1779283403024258e-13,1.0,0,0,0,0.0,0.0,0.05477201999929093
0.140625,0.14453125,0.0001274266224005561,1.1885318923765546e-13,1.0,0,0,0,0.0,0.0,0.05507180799941125
0.14453125,0.1484375,0.00012742662240055572,1.1990225632344594e-13,1.0,0,0,0,0.0,0.0,0.04953128499982995
0.1484375,0.15234375,0.00012742662240055594,1.2084249745036222e-13,1.0,0,0,0,0.0,0.0,0.051636878999488545
0.15234375,0.15625,0.0001274266224005568,1.2182689207665582e-13,1.0,0,0,0,0.0,0.0,0.05277784999998403
0.15625,0.16015625,0.000127426622400557,1.2283260785755083e-13,1.0,0,0,0,0.0,0.0,0.049302309000267996
0.16015625,0.1640625,0.00012742662240055726,1.2369080899401756e-13,1.0,0,0,0,0.0,0.0,0.061041270000714576
0.1640625,0.16796875,0.00012742662240055775,1.244900166335146e-13,1.0,0,0,0,0.0,0.0,0.04910641499918711
0.16796875,0.171875,0.00012742662240055843,1.2531195789571671e-13,1.0,0,0,0,0.0,0.0,0.05047430800004804
0.171875,0.17578125,0.00012742662240055862,1.2607082741227218e-13,1.0,0,0,0,0.0,0.0,0.055807187000027625
0.17578125,0.1796875,0.00012742662240055922,1.268348398141021e-13,1.0,0,0,0,0.0,0.0,0.05520478099970205
0.1796875,0.18359375,0.00012742662240055968,1.2751476421980795e-13,1.0,0,0,0,0.0,0.0,0.050564760000270326
0.18359375,0.1875,0.0001274266224005592,1.2815268059712606e-13,1.0,0,0,0,0.0,0.0,0.04907211099998676
0.1875,0.19140625,0.00012742662240055973,1.2881964129317328e-13,1.0,0,0,0,0.0,0.0,0.05738349499915785
0.19140625,0.1953125,0.00012742662240055949,1.294450829051781e-13,1.0,0,0,0,0.0,0.0,0.06174230000033276
0.1953125,0.19921875,0.00012742662240055997,1.3000972991425925e-13,1.0,0,0,0,0.0,0.0,0.04916703499839059
0.19921875,0.203125,0.0001274266224005604,1.3049285910579095e-13,1.0,0,0,0,0.0,0.0,0.04918091999934404
0.203125,0.20703125,0.00012742662240055984,1.3094250246808104e-13,1.0,0,0,0,0.0,0.0,0.05089083699931507
0.20703125,0.2109375,0.00012742662240056073,1.3150509480338902e-13,1.0,0,0,0,0.0,0.0,0.049829212000986445
0.2109375,0.21484375,0.0001274266224005606,1.3201001181287147e-13,1.0,0,0,0,0.0,0.0,0.04696363600123732
0.21484375,0.21875,0.00012742662240056146,1.325255784594019e-13,1.0,0,0,0,0.0,0.0,0.04589143199882528
0.21875,0.22265625,0.00012742662240056176,1.3296532567605177e-13,1.0,0,0,0,0.0,0.0,0.046508236999216024
0.22265625,0.2265625,0.00012742662240056206,1.334092377650163e-13,1.0,0,0,0,0.0,0.0,0.04614533399944776
0.2265625,0.23046875,0.0001274266224005625,1.337436945697259e-13,1.0,0,0,0,0.0,0.0,0.04778437099957955
0.23046875,0.234375,0.00012742662240056206,1.3422296411119678e-13,1.0,0,0,0,0.0,0.0,0.0491052329998638
0.234375,0.23828125,0.00012742662240056176,1.3461398947799074e-13,1.0,0,0,0,0.0,0.0,0.05379187399921648
0.23828125,0.2421875,0.0001274266224005625,1.3501686945931525e-13,1.0,0,0,0,0.0,0.0,0.0546462900001643
0.2421875,0.24609375,0.00012742662240056282,1.3534146669448894e-13,1.0,0,0,0,0.0,0.0,0.055075996000596206
0.24609375,0.25,0.0001274266224005631,1.356007341990647e-13,1.0,0,0,0,0.0,0.0,0.05172859000049357
0.25,0.25390625,0.0001274266224005634,1.3586135629389443e-13,1.0,0,0,0,0.0,0.0,0.0505139760007296
0.25390625,0.2578125,0.00012742662240056385,1.3618310795601807e-13,1.0,0,0,0,0.0,0.0,0.04777986199951556
0.2578125,0.26171875,0.00012742662240056415,1.364244834419326e-13,1.0,0,0,0,0.0,0.0,0.05071274799956882
0.26171875,0.265625,0.00012742662240056447,1.3664453523165324e-13,1.0,0,0,0,0.0,0.0,0.04689660599979106
0.265625,0.26953125,0.00012742662240056434,1.3681220443128955e-13,1.0,0,0,0,0.0,0.0,0.05103706199952285
0.26953125,0.2734375,0.00012742662240056371,1.3715570111202396e-13,1.0,0,0,0,0.0,0.0,0.05498371500107169
0.2734375,0.27734375,0.0001274266224005642,1.3741436424870423e-13,1.0,0,0,0,0.0,0.0,0.051900222000767826
0.27734375,0.28125,0.00012742662240056477,1.3753088316771346e-13,1.0,0,0,0,0.0,0.0,0.051942752999821096
0.28125,0.28515625,0.00012742662240056442,1.3771593241515553e-13,1.0,0,0,0,0.0,0.0,0.05066149999947811
0.28515625,0.2890625,0.0001274266224005649,1.3797196192422155e-13,1.0,0,0,0,0.0,0.0,0.046971908001069096
0.2890625,0.29296875,0.00012742662240056504,1.381792278546629e-13,1.0,0,0,0,0.0,0.0,0.04825204400003713
