t: 0.00000000 | iteration:   1 | residual: 0.000000711512197
t: 0.00000000 | iteration:   2 | residual: 0.000000399563795
t: 0.00000000 | iteration:   3 | residual: 0.000000272588205
t: 0.00000000 | iteration:   4 | residual: 0.000000090455478
t: 0.00000000 | iteration:   5 | residual: 0.000000016130290
t: 0.00000000 | iteration:   6 | residual: 0.000000012548056
t: 0.00000000 | iteration:   7 | residual: 0.000000007714741
t: 0.00000000 | iteration:   8 | residual: 0.000000002308167
t: 0.00000000 | iteration:   9 | residual: 0.000000000385881
t: 0.00000000 | iteration:  10 | residual: 0.000000000438381
t: 0.25000000 | iteration:   1 | residual: 0.000000804653452
t: 0.25000000 | iteration:   2 | residual: 0.000000404591490
t: 0.25000000 | iteration:   3 | residual: 0.000000286078024
t: 0.25000000 | iteration:   4 | residual: 0.000000097471148
t: 0.25000000 | iteration:   5 | residual: 0.000000017699146
t: 0.25000000 | iteration:   6 | residual: 0.000000012744462
t: 0.25000000 | iteration:   7 | residual: 0.000000008020357
t: 0.25000000 | iteration:   8 | residual: 0.000000002482543
t: 0.25000000 | iteration:   9 | residual: 0.000000000429478
t: 0.25000000 | iteration:  10 | residual: 0.000000000441817
t: 0.50000000 | iteration:   1 | residual: 0.000000808479808
t: 0.50000000 | iteration:   2 | residual: 0.000000405062108
t: 0.50000000 | iteration:   3 | residual: 0.000000286894145
t: 0.50000000 | iteration:   4 | residual: 0.000000097874493
t: 0.50000000 | iteration:   5 | residual: 0.000000017790025
t: 0.50000000 | iteration:   6 | residual: 0.000000012756239
t: 0.50000000 | iteration:   7 | residual: 0.000000008040297
t: 0.50000000 | iteration:   8 | residual: 0.000000002493595
t: 0.50000000 | iteration:   9 | residual: 0.000000000432175
t: 0.50000000 | iteration:  10 | residual: 0.000000000442067
t: 0.75000000 | iteration:   1 | residual: 0.000000808650118
t: 0.75000000 | iteration:   2 | residual: 0.000000405090752
t: 0.75000000 | iteration:   3 | residual: 0.000000286939099
t: 0.75000000 | iteration:   4 | residual: 0.000000097896481
t: 0.75000000 | iteration:   5 | residual: 0.000000017795056
t: 0.75000000 | iteration:   6 | residual: 0.000000012756825
t: 0.75000000 | iteration:   7 | residual: 0.000000008041422
t: 0.75000000 | iteration:   8 | residual: 0.000000002494232
t: 0.75000000 | iteration:   9 | residual: 0.000000000432332
t: 0.75000000 | iteration:  10 | residual: 0.000000000442079
