timesteps,final_residual,final_error
4,9.3406379334942e-13,1.4955397796308237e-11
8,1.782467784753251e-15,2.2716639342808244e-13
16,1.1798423207529997e-16,2.090236223231114e-13
32,6.469292120120433e-17,2.0922683795951067e-13
64,3.5150891501594485e-17,2.0971318335494776e-13
128,1.7399631107475716e-17,2.1261419747247615e-13
256,1.0939913188463928e-17,2.2369229371857223e-13
