timesteps,final_residual,final_error
4,1.80906496117865e-16,0.0075061583665922815
8,1.0386822366110064e-16,0.003588134783927859
16,5.809313901053148e-17,0.0017496551690620902
32,2.7275641407404e-17,0.0008634260013912369
64,1.440633551872881e-17,0.00042883065871506757
128,5.765629104171518e-18,0.00021369444320652945
256,3.4779025826478956e-18,0.000106673794129425
512,2.0041182684631642e-18,5.33076850802939e-05
