timesteps,final_residual,final_error
4,0.008155303833637518,1.6899842175448716e-13
8,0.004077651916818591,1.2702139437076244e-13
16,0.0020388259584092276,1.3370881715599614e-13
32,0.0010194129792047053,1.5442005912347663e-13
64,0.0005097064896023255,1.3956778172511695e-13
128,0.00025485324480117367,1.5175984041481101e-13
256,0.00012742662240058323,1.4663816156393547e-13
512,6.37133112002916e-05,1.4777983290557567e-13
