timesteps,final_residual,final_error
4,0.002483495029427715,0.0052552890531157755
8,0.0011422586694122576,0.0038973146340898278
16,0.0005452685922007514,0.0019180600128648048
32,0.0002660969068160208,0.0007245816790502197
64,0.00013142010477171446,0.000230366174627224
128,6.530669762381237e-05,6.578295023837135e-05
256,3.255336071901419e-05,1.7703081527658742e-05
512,1.6251826097280518e-05,4.813658972881542e-06
