t_start,t_end,residual,err,iter_mean,iter_range,iter_max_index,iter_min_index,iter_std,iter_var,time_to_solution
0.0,0.00390625,7.71787070227959e-17,0.0,0.0,0,0,0,0.0,0.0,0.011260401000981801
0.00390625,0.0078125,7.71787070227959e-17,0.0,0.0,0,0,0,0.0,0.0,0.008067700000538025
0.0078125,0.01171875,7.71787070227959e-17,0.0,0.0,0,0,0,0.0,0.0,0.006757799999832059
0.01171875,0.015625,7.717098803142022e-17,1.658693805026895e-16,0.0,0,0,0,0.0,0.0,0.006508700000267709
0.015625,0.01953125,7.714858310451983e-17,1.1742650526074819e-15,0.0,0,0,0,0.0,0.0,0.008772000001044944
0.01953125,0.0234375,7.703586609603483e-17,7.690004023016666e-15,0.0,0,0,0,0.0,0.0,0.006410100999346469
0.0234375,0.02734375,7.659875977838146e-17,3.56568775077006e-14,0.0,0,0,0,0.0,0.0,0.006338600998788024
0.02734375,0.03125,7.529245271875579e-17,1.3584040256975043e-13,0.0,0,0,0,0.0,0.0,0.008522699999957695
0.03125,0.03515625,7.195140581426182e-17,4.4097328272560354e-13,0.0,0,0,0,0.0,0.0,0.007111299999451148
0.03515625,0.0390625,6.523544525901657e-17,1.2647937150698745e-12,0.0,0,0,0,0.0,0.0,0.00644300000021758
0.0390625,0.04296875,5.984274609657798e-17,3.2803920193419762e-12,0.0,0,0,0,0.0,0.0,0.006621300999540836
0.04296875,0.046875,9.022712807911169e-17,7.830892687201907e-12,0.0,0,0,0,0.0,0.0,0.007879000000684755
0.046875,0.05078125,1.9983628417533365e-16,1.7435434601588944e-11,0.0,0,0,0,0.0,0.0,0.0067816000009770505
0.05078125,0.0546875,4.2220901226258525e-16,3.658308173875392e-11,0.0,0,0,0,0.0,0.0,0.006255800999497296
0.0546875,0.05859375,8.219738905591227e-16,7.293111994520572e-11,0.0,0,0,0,0.0,0.0,0.00624940000125207
0.05859375,0.0625,1.5051722133132089e-15,1.3905920676408023e-10,0.0,0,0,0,0.0,0.0,0.007836900000256719
0.0625,0.06640625,2.631597716208746e-15,2.5497010152577e-10,0.0,0,0,0,0.0,0.0,0.008600500999818905
0.06640625,0.0703125,4.433979183147237e-15,4.515699068586532e-10,0.0,0,0,0,0.0,0.0,0.007394800000838586
0.0703125,0.07421875,7.243403888303697e-15,7.75418272742861e-10,0.0,0,0,0,0.0,0.0,0.006770400001187227
0.07421875,0.078125,1.1521378542482058e-14,1.2950899289886332e-09,0.0,0,0,0,0.0,0.0,0.0062279009998746915
0.078125,0.08203125,1.790028534000936e-14,2.10956502813231e-09,0.0,0,0,0,0.0,0.0,0.006942299998627277
0.08203125,0.0859375,2.72329633631179e-14,3.3591291976164562e-09,0.0,0,0,0,0.0,0.0,0.006241000999580137
0.0859375,0.08984375,4.065348942049267e-14,5.23935937651469e-09,0.0,0,0,0,0.0,0.0,0.00615520000064862
0.08984375,0.09375,5.965056815510226e-14,8.018850656851668e-09,0.0,0,0,0,0.0,0.0,0.00697059999947669
0.09375,0.09765625,8.615548400758945e-14,1.2061453157855889e-08,0.0,0,0,0,0.0,0.0,0.0074214010001014685
0.09765625,0.1015625,1.226468174771061e-13,1.7853887047790928e-08,0.0,0,0,0,0.0,0.0,0.006620600001042476
0.1015625,0.10546875,1.722740605089105e-13,2.6039737661091238e-08,0.0,0,0,0,0.0,0.0,0.006365200000800542
0.10546875,0.109375,2.390026316093399e-13,3.746095089495776e-08,0.0,0,0,0,0.0,0.0,0.006342401000438258
0.109375,0.11328125,3.277830339680537e-13,5.32081066994435e-08,0.0,0,0,0,0.0,0.0,0.006300799999735318
0.11328125,0.1171875,4.447467992314751e-13,7.468088887573025e-08,0.0,0,0,0,0.0,0.0,0.006506200999865541
0.1171875,0.12109375,5.974326963953123e-13,1.0366034732018922e-07,0.0,0,0,0,0.0,0.0,0.006332299999485258
0.12109375,0.125,7.95046239340898e-13,1.423947208067761e-07,0.0,0,0,0,0.0,0.0,0.006977600000027451
0.125,0.12890625,3.358668747166566e-17,4.703187207791794e-09,1.0,0,0,0,0.0,0.0,0.03762850200109824
0.12890625,0.1328125,3.3134879670412094e-17,2.202223599211637e-09,1.0,0,0,0,0.0,0.0,0.033691101998556405
0.1328125,0.13671875,3.182032726081942e-17,1.3963492604989264e-09,1.0,0,0,0,0.0,0.0,0.03323450200150546
0.13671875,0.140625,3.1895651664492614e-17,9.111352071537467e-10,1.0,0,0,0,0.0,0.0,0.033090802000515396
0.140625,0.14453125,3.449438476206462e-17,6.561958035032681e-10,1.0,0,0,0,0.0,0.0,0.03508060199965257
0.14453125,0.1484375,3.273118599152218e-17,7.579044246707457e-10,1.0,0,0,0,0.0,0.0,0.03643850200023735
0.1484375,0.15234375,3.3306987705414344e-17,1.151179159960422e-09,1.0,0,0,0,0.0,0.0,0.03471110200007388
0.15234375,0.15625,3.1513581037070605e-17,1.6992942537177214e-09,1.0,0,0,0,0.0,0.0,0.033102802000939846
0.15625,0.16015625,3.390836704269609e-17,2.367124511027298e-09,1.0,0,0,0,0.0,0.0,0.0350496020000719
0.16015625,0.1640625,3.3076080243871575e-17,3.1594022213199433e-09,1.0,0,0,0,0.0,0.0,0.03433130200028245
0.1640625,0.16796875,3.2931043856100334e-17,4.0931906035456e-09,1.0,0,0,0,0.0,0.0,0.03286890200070047
0.16796875,0.171875,3.2661486184578034e-17,5.191252994980558e-09,1.0,0,0,0,0.0,0.0,0.034017801999652875
0.171875,0.17578125,3.464827722633552e-17,6.4804555385019906e-09,1.0,0,0,0,0.0,0.0,0.035643401999550406
