timesteps,final_residual,final_error
4,1.951535877547557e-09,0.04052384814960313
8,2.800102368440462e-10,0.007734073569685817
16,3.492072032262587e-11,0.0011867893092965876
32,3.714832128623774e-12,0.00016676447183905973
64,3.914851358560201e-13,2.2502830228662358e-05
128,6.10500732056391e-13,2.9665415924919915e-06
256,9.300068561815904e-13,3.8509994389690856e-07
