timesteps,final_residual,final_error
4,0.008155303833637354,1.444101363054084e-13
8,0.004077651916817822,9.426304994314922e-14
16,0.002038825958409604,1.713838111838332e-13
32,0.001019412979204494,1.0559015459499884e-13
64,0.0005097064896022859,1.1684001387742606e-13
128,0.0002548532448011836,1.6194922981391628e-13
256,0.00012742662240057575,1.3744023743038135e-13
512,6.371331120030174e-05,1.765793310178606e-13
