timesteps,final_residual,final_error
4,2.9194392215338356e-15,0.19782025257690827
8,1.5747433575120098e-15,0.11785687748849531
16,8.091729445593869e-16,0.06413011869096732
32,3.921920835916751e-16,0.033395995281401865
64,2.0141969291977656e-16,0.0170319701605439
128,8.66249426978483e-17,0.008599440519419849
256,4.3925646551003043e-17,0.004320566308958144
